"#","Reel","Match","V","C","Dur","Source In","Source Out","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"1756","","","A6","C","","01:00:00:00","01:00:06:00","01:31:43:10","01:31:49:10","Hit 04 Grand Hit B.wav","","01:00:00:00","01:00:06:00","00:00:06:00","","25.000","","","","",""
"1757","","","V1","C","","00:00:00:00","00:00:07:01","01:31:43:23","01:31:50:24","NY Air Raid Alarm 01","","00:00:00:00","00:00:07:01","00:00:07:01","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"1758","","","A4","C","","00:01:56:19","00:02:06:13","01:31:43:23","01:31:53:17","6-02 Park, City (Children Playing In The Distance Ambience Playground)","","00:00:00:00","00:03:02:24","00:03:02:24","","25.000","","","","",""
"1759","","","A4","D","95","01:31:43:23","01:31:47:18","01:31:43:23","01:31:47:18","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1760","","","A8","C","","00:00:12:09","00:00:20:10","01:31:43:23","01:31:51:24","gettyimages-509709227-640_adpp","","00:00:00:00","00:00:26:12","00:00:26:12","H.264","25.000","","","","",""
"1761","","","A7","C","","01:00:00:00","01:00:05:14","01:31:45:11","01:31:51:00","Hit 08 Subsonic B.wav","","01:00:00:00","01:00:06:12","00:00:06:12","","25.000","","","","",""
"1762","","","A5","C","","01:00:00:00","01:00:07:10","01:31:46:09","01:31:53:19","Hit 13 Metal Slam","","01:00:00:00","01:00:07:10","00:00:07:10","","25.000","","","","",""
"1763","","","A4","D","93","01:31:49:23","01:31:53:17","01:31:49:23","01:31:53:17","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1764","","","V1","C","","00:00:09:24","00:00:11:11","01:31:50:24","01:31:52:14","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1765","","","A3","D","64","01:31:50:24","01:31:53:13","01:31:50:24","01:31:53:13","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1766","","X","V6","C","","00:00:04:24","00:00:04:24","01:31:51:00","01:32:19:08","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"1767","","","A8","C","","00:00:12:09","00:00:20:10","01:31:51:24","01:32:00:00","gettyimages-509709227-640_adpp","","00:00:00:00","00:00:26:12","00:00:26:12","H.264","25.000","","","","",""
"1768","","","A1","C","","00:01:44:14","00:01:50:06","01:31:52:05","01:31:57:22","WNYC La Guardia on Pearl Harbor 19411207","","00:00:00:00","00:08:36:19","00:08:36:19","","25.000","","Green","","",""
"1769","","","V1","C","","00:00:11:14","00:00:13:06","01:31:52:14","01:31:54:08","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1770","","","V1","C","","00:00:33:03","00:00:34:26","01:31:54:08","01:31:56:03","New York City Air Raid Drill 502484471 19411212","","00:00:00:00","00:00:54:29","00:00:54:29","H.264","29.970","480x360","Green","","",""
"1771","","","A6","C","","01:00:00:03","01:00:02:22","01:31:55:23","01:31:58:17","Whoosh 09 Long Breath A","","01:00:00:03","01:00:10:12","00:00:10:09","","25.000","","","","",""
"1772","","","V1","C","18","00:00:30:00","00:00:31:05","01:31:56:03","01:31:57:19","New York City Air Raid Drill 502484471 19411212","","00:00:00:00","00:00:54:29","00:00:54:29","H.264","29.970","480x360","Green","","",""
"M2","","","","","18.0","00:00:30:00","","","","","","","","","","","","","","",""
"1773","","","A5","C","","00:00:00:00","00:00:06:21","01:31:56:06","01:32:03:02","Whoosh-Dark-01","","00:00:00:00","00:00:18:01","00:00:18:01","","25.000","","","","",""
"1774","","","A3","C","","00:00:25:11","00:00:31:03","01:31:56:10","01:32:02:02","20 Space,Ship Alien Machine_Wind Down","","00:00:00:00","00:01:06:11","00:01:06:11","","25.000","","","","",""
"1775","","","A3","D","37","01:31:56:10","01:31:57:22","01:31:56:10","01:31:57:22","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1776","","","A4","C","","00:00:00:19","00:00:07:11","01:31:56:24","01:32:03:16","Stab-Dark-Creak-Groan","","00:00:00:00","00:00:15:23","00:00:15:23","","25.000","","","","",""
"1777","","","V1","C","25","01:10:43:23","01:10:45:18","01:31:57:19","01:31:59:15","VM-2082_14552","","00:00:00:00","01:22:45:07","01:22:45:07","H.264","29.970","480x360","Green,ResolveColorYellow","","",""
"M2","","","","","25.0","01:10:43:23","","","","","","","","","","","","","","",""
"1778","","","A1","C","","00:06:55:23","00:06:58:06","01:31:57:22","01:32:00:05","WNYC La Guardia on Pearl Harbor 19411207","","00:00:00:00","00:08:36:19","00:08:36:19","","25.000","","Green","","",""
"1779","","","A6","D","25","01:31:58:04","01:31:59:04","01:31:58:04","01:31:59:04","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1780","","","A6","C","","01:00:07:06","01:00:10:12","01:31:58:17","01:32:01:23","Whoosh 09 Long Breath A","","01:00:00:03","01:00:10:12","00:00:10:09","","25.000","","","","",""
"1781","","","V1","C","","00:08:01:13","00:08:02:37","01:31:59:15","01:32:01:00","mt-mtt-874hij","","00:00:00:00","00:11:05:12","00:11:05:12","H.264","60.000","720x480","Cocoa,ResolveColorGreen","","",""
"1782","","","A3","D","62","01:31:59:15","01:32:02:02","01:31:59:15","01:32:02:02","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1783","","","A7","C","","00:00:21:19","00:00:26:09","01:31:59:15","01:32:04:05","4-02 Crowd, Church Small Crowd Filing Into Church 2","","00:00:00:00","00:00:39:21","00:00:39:21","","25.000","","","","",""
"1784","","","A8","C","","00:00:12:09","00:00:20:10","01:32:00:00","01:32:08:01","gettyimages-509709227-640_adpp","","00:00:00:00","00:00:26:12","00:00:26:12","H.264","25.000","","","","",""
"1785","","","A1","C","","00:02:06:21","00:02:14:15","01:32:00:05","01:32:07:24","WNYC La Guardia on Pearl Harbor 19411207","","00:00:00:00","00:08:36:19","00:08:36:19","","25.000","","Green","","",""
"1786","","","V1","C","","00:09:14:41","00:09:15:48","01:32:01:00","01:32:02:03","mt-mtt-874hij","","00:00:00:00","00:11:05:12","00:11:05:12","H.264","60.000","720x480","Cocoa,ResolveColorGreen","","",""
"1787","","","V1","C","","00:08:58:13","00:08:59:10","01:32:02:03","01:32:03:02","mt-mtt-874hij","","00:00:00:00","00:11:05:12","00:11:05:12","H.264","60.000","720x480","Cocoa,ResolveColorGreen","","",""
"1788","","","A4","D","25","01:32:02:16","01:32:03:16","01:32:02:16","01:32:03:16","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1789","","","V1","C","","00:09:27:07","00:09:28:14","01:32:03:02","01:32:04:05","mt-mtt-874hij","","00:00:00:00","00:11:05:12","00:11:05:12","H.264","60.000","720x480","Cocoa,ResolveColorGreen","","",""
"1790","","","V1","C","","00:00:46:20","00:00:47:21","01:32:04:05","01:32:05:06","Air Raid Precautions In New York | AP Archive (1942)","","00:00:00:00","00:01:10:14","00:01:10:14","H.264","25.000","640x360","","","",""
"1791","","","V1","C","","00:00:52:03","00:00:53:02","01:32:05:06","01:32:06:06","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1792","","","V1","C","","00:00:57:26","00:00:59:00","01:32:06:06","01:32:07:10","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1793","","","V1","C","","00:01:03:06","00:01:04:21","01:32:07:10","01:32:08:23","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1794","","","A5","C","","01:00:00:00","01:00:08:00","01:32:07:10","01:32:15:10","Whoosh 24 Wind","","01:00:00:00","01:00:08:00","00:00:08:00","","25.000","","","","",""
"1795","","","A3","C","","00:00:04:14","00:00:25:20","01:32:07:24","01:32:29:05","Drone-Wind-02","","00:00:00:00","00:01:30:07","00:01:30:07","","25.000","","","","",""
"1796","","","A3","D","196","01:32:07:24","01:32:15:20","01:32:07:24","01:32:15:20","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1797","","","A8","C","","00:00:12:09","00:00:20:10","01:32:08:01","01:32:16:02","gettyimages-509709227-640_adpp","","00:00:00:00","00:00:26:12","00:00:26:12","H.264","25.000","","","","",""
"1798","","","V1","C","","00:00:40:14","00:00:42:09","01:32:08:23","01:32:10:19","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1799","","","A2","C","","00:15:58:13","00:16:00:42","01:32:09:02","01:32:11:14","171-5","","00:00:00:00","00:18:18:54","00:18:18:54","H.264","60.000","","Cocoa,ResolveColorGreen","","",""
"1800","","","A2","D","35","01:32:09:02","01:32:10:12","01:32:09:02","01:32:10:12","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1801","","","A9","C","","00:02:39:07","00:03:42:15","01:32:10:05","01:33:13:12","Blackout 02","","00:00:00:00","00:03:42:15","00:03:42:15","","25.000","","Green","","",""
"1802","","","V1","C","","00:01:23:25","00:01:25:23","01:32:10:19","01:32:12:18","gettyimages-502798093-640_adpp","","00:00:00:00","00:01:37:03","00:01:37:03","H.264","29.970","480x360","","","",""
"1803","","","A2","C","","00:16:01:08","00:16:03:51","01:32:11:14","01:32:14:07","171-5","","00:00:00:00","00:18:18:54","00:18:18:54","H.264","60.000","","Cocoa,ResolveColorGreen","","",""
"1804","","","V1","C","","00:00:50:11","00:00:53:12","01:32:12:18","01:32:15:20","mt-mtt-563wx","","00:00:00:00","00:06:20:20","00:06:20:20","H.264","23.976","1920x1080","Cocoa,ResolveColorGreen","","",""
"1805","","","A2","C","","00:16:06:25","00:16:10:46","01:32:14:07","01:32:18:16","171-5","","00:00:00:00","00:18:18:54","00:18:18:54","H.264","60.000","","Cocoa,ResolveColorGreen","","",""
"1806","","","V1","C","","00:02:23:19","00:02:27:07","01:32:15:20","01:32:19:08","mt-mtt-563wx","","00:00:00:00","00:06:20:20","00:06:20:20","H.264","23.976","1920x1080","Cocoa,ResolveColorGreen","","",""
"1807","","","A8","C","","00:00:12:09","00:00:17:00","01:32:16:02","01:32:20:18","gettyimages-509709227-640_adpp","","00:00:00:00","00:00:26:12","00:00:26:12","H.264","25.000","","","","",""
"1808","","","A2","D","9","01:32:18:07","01:32:18:16","01:32:18:07","01:32:18:16","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1809","","","V1","C","0","00:00:07:02","00:00:07:02","01:32:19:08","01:32:27:02","New York Blackout 01","","00:00:00:00","00:00:08:01","00:00:08:01","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"M2","","","","","0.0","00:00:07:02","","","","","","","","","","","","","","",""
"1810","","","A8","D","25","01:32:19:18","01:32:20:18","01:32:19:18","01:32:20:18","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1811","","","V2","C","","00:00:00:00","00:00:05:01","01:32:20:04","01:32:25:05","La Guardia Gas Masks 01","","00:00:00:00","00:00:05:01","00:00:05:01","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"1812","","","V2","D","53","01:32:20:04","01:32:22:07","01:32:20:04","01:32:22:07","Cross Dissolve","","","","","","0.000","","","","",""
"1813","","","V2","D","41","01:32:23:14","01:32:25:05","01:32:23:14","01:32:25:05","Cross Dissolve","","","","","","0.000","","","","",""
"1814","","","A3","D","112","01:32:24:18","01:32:29:05","01:32:24:18","01:32:29:05","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1815","","","A5","C","","01:00:17:07","01:00:25:04","01:32:26:02","01:32:33:24","Hit 11 Universe Boom A","","01:00:17:07","01:00:26:02","00:00:08:20","","25.000","","","","",""
"1816","","","V1","C","","00:00:38:22","00:00:43:09","01:32:27:02","01:32:31:14","221231-05","","00:00:00:00","00:08:14:03","00:08:14:03","H.264","25.000","720x540","Green","","",""
"1817","","","A7","C","","00:00:01:03","00:00:08:16","01:32:27:02","01:32:34:15","6-89 Morse Code- Morse Code Beeps, Sending Telegraph Message Over Wireless 2","","00:00:00:00","00:00:17:08","00:00:17:08","","25.000","","","","",""
"1818","","","A11","C","","00:00:00:01","00:00:05:08","01:32:28:10","01:32:33:17","Audio Process Stream","","00:00:00:00","00:00:05:08","00:00:05:08","","25.000","","","","",""
"1819","","","A6","C","","00:00:02:12","00:00:06:21","01:32:28:18","01:32:33:02","8-85 Submarine, Sonar- Submarine Sonar Pings 1","","00:00:00:00","00:00:35:02","00:00:35:02","","25.000","","","","",""
"1820","","","V1","C","","00:00:00:00","00:00:03:01","01:32:31:14","01:32:34:15","Donitz Paukenschlag 01","","00:00:00:00","00:00:04:01","00:00:04:01","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"1821","","","V1","C","0","00:00:00:00","00:00:00:00","01:32:34:15","01:32:37:10","gettyimages-106753141-2048x[2048-2048]","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","2048x1424","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"1822","","","A11","C","","00:00:00:01","00:00:06:18","01:32:35:23","01:32:42:15","Audio Process Stream","","00:00:00:00","00:00:06:18","00:00:06:18","","25.000","","","","",""
"1823","","","A6","C","","00:01:15:18","00:01:22:23","01:32:36:08","01:32:43:13","8-75 Submarine- Long Approach And Dock Of Submarine General Dock Ambience","","00:00:00:00","00:04:00:18","00:04:00:18","","25.000","","","","",""
"1824","","","A6","D","47","01:32:36:08","01:32:38:05","01:32:36:08","01:32:38:05","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1825","","","V1","C","17.2297","00:00:03:03","00:00:04:09","01:32:37:10","01:32:39:05","gettyimages-509851191-640_adpp","","00:00:00:00","00:00:10:05","00:00:10:05","H.264","25.000","480x360","","","",""
"M2","","","","","17.2","00:00:03:03","","","","","","","","","","","","","","",""
"1826","","X","V6","C","","00:00:04:24","00:00:04:24","01:32:37:10","01:32:43:13","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"1827","","","A4","C","","00:01:25:08","00:01:31:11","01:32:37:10","01:32:43:13","35-09 Water, Lake Waves Coming In, Heavy","","00:00:00:00","00:02:03:16","00:02:03:16","","25.000","","","","",""
"1828","","","V1","C","","00:00:05:00","00:00:06:20","01:32:39:05","01:32:41:00","gettyimages-509851191-640_adpp","","00:00:00:00","00:00:10:05","00:00:10:05","H.264","25.000","480x360","","","",""
"1829","","","A5","C","","01:00:17:07","01:00:25:04","01:32:40:00","01:32:47:22","Hit 11 Universe Boom A","","01:00:17:07","01:00:26:02","00:00:08:20","","25.000","","","","",""
"1830","","","V1","C","","00:00:00:00","00:00:02:13","01:32:41:00","01:32:43:13","gettyimages-509851195-640_adpp","","00:00:00:00","00:00:12:13","00:00:12:13","H.264","25.000","480x360","","","",""
"1831","","","A3","C","","00:00:12:12","00:00:39:04","01:32:42:05","01:33:08:22","10-20 Ocean, Light (Ocean Ambience_ Light Waves Seagulls Water)","","00:00:00:00","00:02:21:00","00:02:21:00","","25.000","","","","",""
"1832","","","A3","D","70","01:32:42:05","01:32:45:00","01:32:42:05","01:32:45:00","Cross Fade 0 dB","","","","","","0.000","","","","",""
"1833","","","V1","C","0","00:00:00:00","00:00:00:00","01:32:43:13","01:32:45:24","FL007280_ibp","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","800x580","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"1834","","","A11","C","","00:00:00:00","00:00:05:16","01:32:44:06","01:32:49:23","VO 200604 (D)-11","","00:00:00:00","00:00:16:24","00:00:16:24","","25.000","","","","",""
"1835","","","V1","C","","00:00:00:00","00:00:05:01","01:32:45:24","01:32:51:00","Normandie Large Rotation 02","","00:00:00:00","00:00:05:02","00:00:05:02","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
"1836","","","V1","C","0","00:00:00:00","00:00:00:00","01:32:51:00","01:32:54:11","306-NT-1304-D-xa","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3264x2448","Cocoa","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"1837","","","A11","C","","00:00:05:24","00:00:16:24","01:32:51:11","01:33:02:11","VO 200604 (D)-11","","00:00:00:00","00:00:16:24","00:00:16:24","","25.000","","","","",""
"1838","","","V1","C","","03:27:53:06","03:27:54:23","01:32:54:11","01:32:56:03","21NUM469.Americans Rush Home From Scared Europe","","03:27:37:20","03:28:03:23","00:00:26:03","H.264","25.000","1024x576","","","",""
"1839","","X","V6","C","","00:00:04:24","00:00:04:24","01:32:54:11","01:33:05:04","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"1840","","","V1","C","","03:27:58:20","03:28:00:05","01:32:56:03","01:32:57:13","21NUM469.Americans Rush Home From Scared Europe","","03:27:37:20","03:28:03:23","00:00:26:03","H.264","25.000","1024x576","","","",""
"1841","","","V1","C","22","03:27:45:13","03:27:46:24","01:32:57:13","01:32:59:05","21NUM469.Americans Rush Home From Scared Europe","","03:27:37:20","03:28:03:23","00:00:26:03","H.264","25.000","1024x576","","","",""
"M2","","","","","22.0","03:27:45:13","","","","","","","","","","","","","","",""
"1842","","","A5","C","","00:00:18:11","00:00:20:03","01:32:57:13","01:32:59:05","6-86 Metal, Squeak- Several Creaky Metal Squeaks 2","","00:00:00:00","00:00:34:05","00:00:34:05","","25.000","","","","",""
"1843","","","V1","C","18","03:27:48:01","03:27:49:05","01:32:59:05","01:33:00:21","21NUM469.Americans Rush Home From Scared Europe","","03:27:37:20","03:28:03:23","00:00:26:03","H.264","25.000","1024x576","","","",""
"M2","","","","","18.0","03:27:48:01","","","","","","","","","","","","","","",""
"1844","","","A6","C","","00:00:28:15","00:00:31:08","01:32:59:05","01:33:01:23","58 Metal, Squeak","","00:00:00:00","00:00:52:23","00:00:52:23","","25.000","","","","",""
"1845","","","A5","C","","00:01:02:21","00:01:06:17","01:33:00:20","01:33:04:16","07 Door - Metal Door - 8 Versions X 3 Rooms","","00:00:00:00","00:03:29:21","00:03:29:21","","25.000","","","","",""
"1846","","","V1","C","18","00:12:14:24","00:12:16:24","01:33:00:21","01:33:03:15","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"M2","","","","","18.0","00:12:14:24","","","","","","","","","","","","","","",""
"1847","","","V1","C","","04:23:02:06","04:23:03:20","01:33:03:15","01:33:05:04","20 NUM472.Yesterday Big Story","","04:22:47:01","04:23:18:13","00:00:31:12","H.264","25.000","1024x576","","","",""
"1848","","","A6","C","","01:00:17:07","01:00:21:24","01:33:04:04","01:33:08:22","Hit 11 Universe Boom A","","01:00:17:07","01:00:26:02","00:00:08:20","","25.000","","","","",""
"1849","","","V1","C","","00:00:05:00","00:00:06:01","01:33:05:04","01:33:06:05","Notice of Taking 02","","00:00:00:00","00:00:06:01","00:00:06:01","Apple ProRes 422 HQ","25.000","1920x1080","","","",""
